Run Name (clean name) (1),Tech||Outputs Group Detailed (electricity supply) (1),State,Year,Value,Unit
Central no IRA,Transmission-sited Solar,massachusetts,2050,5.899,gigawatt
Central no IRA,Transmission-sited Solar,michigan,2021,0.347,gigawatt
Central no IRA,Transmission-sited Solar,michigan,2025,5.972,gigawatt
Central no IRA,Transmission-sited Solar,michigan,2030,11.977,gigawatt
Central no IRA,Transmission-sited Solar,michigan,2035,18.093,gigawatt
Central no IRA,Transmission-sited Solar,michigan,2040,22.011,gigawatt
Central no IRA,Transmission-sited Solar,michigan,2045,27.29,gigawatt
Central no IRA,Transmission-sited Solar,michigan,2050,35.58,gigawatt
Central no IRA,Transmission-sited Solar,minnesota,2021,1.088,gigawatt
Central no IRA,Transmission-sited Solar,minnesota,2025,3.111,gigawatt
Central no IRA,Transmission-sited Solar,minnesota,2030,6.093,gigawatt
Central no IRA,Transmission-sited Solar,minnesota,2035,9.315,gigawatt
Central no IRA,Transmission-sited Solar,minnesota,2040,11.789,gigawatt
Central no IRA,Transmission-sited Solar,minnesota,2045,16.701,gigawatt
Central no IRA,Transmission-sited Solar,minnesota,2050,20.796,gigawatt
Central no IRA,Transmission-sited Solar,mississippi,2021,0.193,gigawatt
Central no IRA,Transmission-sited Solar,mississippi,2025,4.128,gigawatt
Central no IRA,Transmission-sited Solar,mississippi,2030,10.568,gigawatt
Central no IRA,Transmission-sited Solar,mississippi,2035,17.007,gigawatt
Central no IRA,Transmission-sited Solar,mississippi,2040,22.274,gigawatt
Central no IRA,Transmission-sited Solar,mississippi,2045,27.258,gigawatt
Central no IRA,Transmission-sited Solar,mississippi,2050,33.463,gigawatt
Central no IRA,Transmission-sited Solar,missouri,2021,0.1,gigawatt
Central no IRA,Transmission-sited Solar,missouri,2025,3.501,gigawatt
Central no IRA,Transmission-sited Solar,missouri,2030,7.752,gigawatt
Central no IRA,Transmission-sited Solar,missouri,2035,11.989,gigawatt
Central no IRA,Transmission-sited Solar,missouri,2040,13.043,gigawatt
Central no IRA,Transmission-sited Solar,missouri,2045,18.876,gigawatt
Central no IRA,Transmission-sited Solar,missouri,2050,23.437,gigawatt
Central no IRA,Transmission-sited Solar,montana,2021,0.015,gigawatt
Central no IRA,Transmission-sited Solar,montana,2025,0.036,gigawatt
Central no IRA,Transmission-sited Solar,montana,2030,0.496,gigawatt
Central no IRA,Transmission-sited Solar,montana,2035,1.114,gigawatt
Central no IRA,Transmission-sited Solar,montana,2040,1.668,gigawatt
Central no IRA,Transmission-sited Solar,montana,2045,2.304,gigawatt
Central no IRA,Transmission-sited Solar,montana,2050,2.87,gigawatt
Central no IRA,Transmission-sited Solar,nebraska,2021,0.031,gigawatt
Central no IRA,Transmission-sited Solar,nebraska,2025,1.232,gigawatt
Central no IRA,Transmission-sited Solar,nebraska,2030,5.577,gigawatt
Central no IRA,Transmission-sited Solar,nebraska,2035,10.021,gigawatt
Central no IRA,Transmission-sited Solar,nebraska,2040,10.604,gigawatt
Central no IRA,Transmission-sited Solar,nebraska,2045,15.954,gigawatt
Central no IRA,Transmission-sited Solar,nebraska,2050,17.287,gigawatt
Central no IRA,Transmission-sited Solar,nevada,2021,3.181,gigawatt
Central no IRA,Transmission-sited Solar,nevada,2025,3.187,gigawatt
Central no IRA,Transmission-sited Solar,nevada,2030,4.503,gigawatt
Central no IRA,Transmission-sited Solar,nevada,2035,7.309,gigawatt
Central no IRA,Transmission-sited Solar,nevada,2040,10.046,gigawatt
Central no IRA,Transmission-sited Solar,nevada,2045,12.747,gigawatt
Central no IRA,Transmission-sited Solar,nevada,2050,18.655,gigawatt
Central no IRA,Transmission-sited Solar,new hampshire,2021,0.002,gigawatt
Central no IRA,Transmission-sited Solar,new hampshire,2025,0.103,gigawatt
Central no IRA,Transmission-sited Solar,new hampshire,2030,0.463,gigawatt
Central no IRA,Transmission-sited Solar,new hampshire,2035,0.939,gigawatt
Central no IRA,Transmission-sited Solar,new hampshire,2040,1.327,gigawatt
Central no IRA,Transmission-sited Solar,new hampshire,2045,1.713,gigawatt
Central no IRA,Transmission-sited Solar,new hampshire,2050,1.714,gigawatt
Central no IRA,Transmission-sited Solar,new jersey,2021,1.019,gigawatt
Central no IRA,Transmission-sited Solar,new jersey,2025,1.147,gigawatt
Central no IRA,Transmission-sited Solar,new jersey,2030,1.307,gigawatt
Central no IRA,Transmission-sited Solar,new jersey,2035,2.794,gigawatt
Central no IRA,Transmission-sited Solar,new jersey,2040,3.808,gigawatt
Central no IRA,Transmission-sited Solar,new jersey,2045,4.822,gigawatt
Central no IRA,Transmission-sited Solar,new jersey,2050,7.462,gigawatt
Central no IRA,Transmission-sited Solar,new mexico,2021,0.627,gigawatt
Central no IRA,Transmission-sited Solar,new mexico,2025,0.628,gigawatt
Central no IRA,Transmission-sited Solar,new mexico,2030,0.679,gigawatt
Central no IRA,Transmission-sited Solar,new mexico,2035,0.913,gigawatt
Central no IRA,Transmission-sited Solar,new mexico,2040,1.111,gigawatt
Central no IRA,Transmission-sited Solar,new mexico,2045,1.48,gigawatt
Central no IRA,Transmission-sited Solar,new mexico,2050,1.849,gigawatt
Central no IRA,Transmission-sited Solar,new york,2021,0.847,gigawatt
Central no IRA,Transmission-sited Solar,new york,2025,0.869,gigawatt
Central no IRA,Transmission-sited Solar,new york,2030,1.988,gigawatt
Central no IRA,Transmission-sited Solar,new york,2035,8.491,gigawatt
Central no IRA,Transmission-sited Solar,new york,2040,11.377,gigawatt
Central no IRA,Transmission-sited Solar,new york,2045,13.318,gigawatt
Central no IRA,Transmission-sited Solar,new york,2050,15.261,gigawatt
Central no IRA,Transmission-sited Solar,north carolina,2021,4.834,gigawatt
Central no IRA,Transmission-sited Solar,north carolina,2025,11.2,gigawatt
Central no IRA,Transmission-sited Solar,north carolina,2030,17.891,gigawatt
Central no IRA,Transmission-sited Solar,north carolina,2035,24.581,gigawatt
Central no IRA,Transmission-sited Solar,north carolina,2040,29.153,gigawatt
Central no IRA,Transmission-sited Solar,north carolina,2045,29.407,gigawatt
Central no IRA,Transmission-sited Solar,north carolina,2050,49.621,gigawatt
Central no IRA,Transmission-sited Solar,north dakota,2025,0.075,gigawatt
Central no IRA,Transmission-sited Solar,north dakota,2030,0.295,gigawatt
Central no IRA,Transmission-sited Solar,north dakota,2035,0.517,gigawatt
Central no IRA,Transmission-sited Solar,north dakota,2040,0.53,gigawatt
Central no IRA,Transmission-sited Solar,north dakota,2045,0.819,gigawatt
Central no IRA,Transmission-sited Solar,north dakota,2050,0.88,gigawatt
Central no IRA,Transmission-sited Solar,ohio,2021,0.364,gigawatt
Central no IRA,Transmission-sited Solar,ohio,2025,6.258,gigawatt
Central no IRA,Transmission-sited Solar,ohio,2030,13.625,gigawatt
Central no IRA,Transmission-sited Solar,ohio,2035,20.992,gigawatt
Central no IRA,Transmission-sited Solar,ohio,2040,28.359,gigawatt
Central no IRA,Transmission-sited Solar,ohio,2045,35.726,gigawatt
Central no IRA,Transmission-sited Solar,ohio,2050,57.797,gigawatt
Central no IRA,Transmission-sited Solar,oklahoma,2021,0.01,gigawatt
Central no IRA,Transmission-sited Solar,oklahoma,2025,0.045,gigawatt
Central no IRA,Transmission-sited Solar,oklahoma,2030,6.129,gigawatt
Central no IRA,Transmission-sited Solar,oklahoma,2035,12.211,gigawatt
Central no IRA,Transmission-sited Solar,oklahoma,2040,12.303,gigawatt
Central no IRA,Transmission-sited Solar,oklahoma,2045,14.33,gigawatt
Central no IRA,Transmission-sited Solar,oklahoma,2050,16.347,gigawatt
Central no IRA,Transmission-sited Solar,oregon,2021,0.632,gigawatt
Central no IRA,Transmission-sited Solar,oregon,2025,0.634,gigawatt
Central no IRA,Transmission-sited Solar,oregon,2030,2.545,gigawatt
Central no IRA,Transmission-sited Solar,oregon,2035,5.217,gigawatt
Central no IRA,Transmission-sited Solar,oregon,2040,7.888,gigawatt
Central no IRA,Transmission-sited Solar,oregon,2045,10.56,gigawatt
Central no IRA,Transmission-sited Solar,oregon,2050,13.227,gigawatt
Central no IRA,Transmission-sited Solar,pennsylvania,2021,0.147,gigawatt
Central no IRA,Transmission-sited Solar,pennsylvania,2025,1.841,gigawatt
Central no IRA,Transmission-sited Solar,pennsylvania,2030,3.96,gigawatt
Central no IRA,Transmission-sited Solar,pennsylvania,2035,14.075,gigawatt
Central no IRA,Transmission-sited Solar,pennsylvania,2040,21.337,gigawatt
Central no IRA,Transmission-sited Solar,pennsylvania,2045,28.599,gigawatt
Central no IRA,Transmission-sited Solar,pennsylvania,2050,47.973,gigawatt
Central no IRA,Transmission-sited Solar,rhode island,2021,0.189,gigawatt
Central no IRA,Transmission-sited Solar,rhode island,2025,0.243,gigawatt
Central no IRA,Transmission-sited Solar,rhode island,2030,0.437,gigawatt
Central no IRA,Transmission-sited Solar,rhode island,2035,0.695,gigawatt
Central no IRA,Transmission-sited Solar,rhode island,2040,0.904,gigawatt
Central no IRA,Transmission-sited Solar,rhode island,2045,1.113,gigawatt
Central no IRA,Transmission-sited Solar,rhode island,2050,1.113,gigawatt
Central no IRA,Transmission-sited Solar,south carolina,2021,0.915,gigawatt
Central no IRA,Transmission-sited Solar,south carolina,2025,2.272,gigawatt
Central no IRA,Transmission-sited Solar,south carolina,2030,3.969,gigawatt
Central no IRA,Transmission-sited Solar,south carolina,2035,5.665,gigawatt
Central no IRA,Transmission-sited Solar,south carolina,2040,6.841,gigawatt
Central no IRA,Transmission-sited Solar,south carolina,2045,6.842,gigawatt
Central no IRA,Transmission-sited Solar,south carolina,2050,12.991,gigawatt
Central no IRA,Transmission-sited Solar,south dakota,2021,0.001,gigawatt
Central no IRA,Transmission-sited Solar,south dakota,2025,0.065,gigawatt
Central no IRA,Transmission-sited Solar,south dakota,2030,0.272,gigawatt
Central no IRA,Transmission-sited Solar,south dakota,2035,0.481,gigawatt
Central no IRA,Transmission-sited Solar,south dakota,2040,0.489,gigawatt
Central no IRA,Transmission-sited Solar,south dakota,2045,0.754,gigawatt
Central no IRA,Transmission-sited Solar,south dakota,2050,0.802,gigawatt
Central no IRA,Transmission-sited Solar,tennessee,2021,0.17,gigawatt
Central no IRA,Transmission-sited Solar,tennessee,2025,3.494,gigawatt
Central no IRA,Transmission-sited Solar,tennessee,2030,7.65,gigawatt
Central no IRA,Transmission-sited Solar,tennessee,2035,11.806,gigawatt
Central no IRA,Transmission-sited Solar,tennessee,2040,14.924,gigawatt
Central no IRA,Transmission-sited Solar,tennessee,2045,17.266,gigawatt
Central no IRA,Transmission-sited Solar,tennessee,2050,19.609,gigawatt
Central no IRA,Transmission-sited Solar,texas,2021,9.299,gigawatt
Central no IRA,Transmission-sited Solar,texas,2025,23.657,gigawatt
Central no IRA,Transmission-sited Solar,texas,2030,39.05,gigawatt
Central no IRA,Transmission-sited Solar,texas,2035,54.729,gigawatt
Central no IRA,Transmission-sited Solar,texas,2040,66.838,gigawatt
Central no IRA,Transmission-sited Solar,texas,2045,105.895,gigawatt
Central no IRA,Transmission-sited Solar,texas,2050,144.795,gigawatt
Central no IRA,Transmission-sited Solar,utah,2021,1.493,gigawatt
Central no IRA,Transmission-sited Solar,utah,2025,1.497,gigawatt
Central no IRA,Transmission-sited Solar,utah,2030,2.289,gigawatt
Central no IRA,Transmission-sited Solar,utah,2035,3.98,gigawatt
Central no IRA,Transmission-sited Solar,utah,2040,5.671,gigawatt
Central no IRA,Transmission-sited Solar,utah,2045,7.363,gigawatt
Central no IRA,Transmission-sited Solar,utah,2050,10.924,gigawatt
Central no IRA,Transmission-sited Solar,vermont,2021,0.133,gigawatt
Central no IRA,Transmission-sited Solar,vermont,2025,0.149,gigawatt
Central no IRA,Transmission-sited Solar,vermont,2030,0.206,gigawatt
Central no IRA,Transmission-sited Solar,vermont,2035,0.281,gigawatt
Central no IRA,Transmission-sited Solar,vermont,2040,0.342,gigawatt
Central no IRA,Transmission-sited Solar,vermont,2045,0.403,gigawatt
Central no IRA,Transmission-sited Solar,vermont,2050,0.403,gigawatt
Central no IRA,Transmission-sited Solar,virginia,2021,3.44,gigawatt
Central no IRA,Transmission-sited Solar,virginia,2025,9.046,gigawatt
Central no IRA,Transmission-sited Solar,virginia,2030,12.341,gigawatt
Central no IRA,Transmission-sited Solar,virginia,2035,15.808,gigawatt
Central no IRA,Transmission-sited Solar,virginia,2040,18.15,gigawatt
Central no IRA,Transmission-sited Solar,virginia,2045,19.088,gigawatt
Central no IRA,Transmission-sited Solar,virginia,2050,22.215,gigawatt
Central no IRA,Transmission-sited Solar,washington,2021,0.021,gigawatt
Central no IRA,Transmission-sited Solar,washington,2025,0.023,gigawatt
Central no IRA,Transmission-sited Solar,washington,2030,1.893,gigawatt
Central no IRA,Transmission-sited Solar,washington,2035,4.508,gigawatt
Central no IRA,Transmission-sited Solar,washington,2040,7.123,gigawatt
Central no IRA,Transmission-sited Solar,washington,2045,9.738,gigawatt
Central no IRA,Transmission-sited Solar,washington,2050,12.348,gigawatt
Central no IRA,Transmission-sited Solar,west virginia,2025,0.212,gigawatt
Central no IRA,Transmission-sited Solar,west virginia,2030,0.477,gigawatt
Central no IRA,Transmission-sited Solar,west virginia,2035,0.742,gigawatt
Central no IRA,Transmission-sited Solar,west virginia,2040,1.008,gigawatt
Central no IRA,Transmission-sited Solar,west virginia,2045,1.273,gigawatt
Central no IRA,Transmission-sited Solar,west virginia,2050,2.067,gigawatt
Central no IRA,Transmission-sited Solar,wisconsin,2021,0.493,gigawatt
Central no IRA,Transmission-sited Solar,wisconsin,2025,1.73,gigawatt
Central no IRA,Transmission-sited Solar,wisconsin,2030,3.275,gigawatt
Central no IRA,Transmission-sited Solar,wisconsin,2035,4.986,gigawatt
Central no IRA,Transmission-sited Solar,wisconsin,2040,6.697,gigawatt
Central no IRA,Transmission-sited Solar,wisconsin,2045,9.428,gigawatt
Central no IRA,Transmission-sited Solar,wisconsin,2050,12.16,gigawatt
Central no IRA,Transmission-sited Solar,wyoming,2021,0.088,gigawatt
Central no IRA,Transmission-sited Solar,wyoming,2025,0.09,gigawatt
Central no IRA,Transmission-sited Solar,wyoming,2030,0.317,gigawatt
Central no IRA,Transmission-sited Solar,wyoming,2035,0.698,gigawatt
Central no IRA,Transmission-sited Solar,wyoming,2040,1.047,gigawatt
Central no IRA,Transmission-sited Solar,wyoming,2045,1.396,gigawatt
Central no IRA,Transmission-sited Solar,wyoming,2050,2.031,gigawatt
Central no IRA,Offshore Wind,alabama,2025,0,gigawatt
Central no IRA,Offshore Wind,alabama,2030,0,gigawatt
Central no IRA,Offshore Wind,alabama,2035,0,gigawatt
Central no IRA,Offshore Wind,alabama,2040,0,gigawatt
Central no IRA,Offshore Wind,alabama,2045,0,gigawatt
Central no IRA,Offshore Wind,alabama,2050,0,gigawatt
Central no IRA,Offshore Wind,alaska,2025,0,gigawatt
Central no IRA,Offshore Wind,alaska,2030,0,gigawatt
Central no IRA,Offshore Wind,alaska,2035,0,gigawatt
Central no IRA,Offshore Wind,alaska,2040,0,gigawatt
Central no IRA,Offshore Wind,alaska,2045,0,gigawatt
Central no IRA,Offshore Wind,alaska,2050,0,gigawatt
Central no IRA,Offshore Wind,arizona,2025,0,gigawatt
Central no IRA,Offshore Wind,arizona,2030,0,gigawatt
Central no IRA,Offshore Wind,arizona,2035,0,gigawatt
Central no IRA,Offshore Wind,arizona,2040,0,gigawatt
Central no IRA,Offshore Wind,arizona,2045,0,gigawatt
Central no IRA,Offshore Wind,arizona,2050,0,gigawatt
Central no IRA,Offshore Wind,arkansas,2025,0,gigawatt
Central no IRA,Offshore Wind,arkansas,2030,0,gigawatt
Central no IRA,Offshore Wind,arkansas,2035,0,gigawatt
Central no IRA,Offshore Wind,arkansas,2040,0,gigawatt
Central no IRA,Offshore Wind,arkansas,2045,0,gigawatt
Central no IRA,Offshore Wind,arkansas,2050,0,gigawatt
Central no IRA,Offshore Wind,california,2025,0.012,gigawatt
Central no IRA,Offshore Wind,california,2030,0.147,gigawatt
Central no IRA,Offshore Wind,california,2035,0.283,gigawatt
Central no IRA,Offshore Wind,california,2040,0.428,gigawatt
Central no IRA,Offshore Wind,california,2045,25.045,gigawatt
Central no IRA,Offshore Wind,california,2050,25.054,gigawatt
Central no IRA,Offshore Wind,colorado,2025,0,gigawatt
Central no IRA,Offshore Wind,colorado,2030,0,gigawatt
Central no IRA,Offshore Wind,colorado,2035,0,gigawatt
Central no IRA,Offshore Wind,colorado,2040,0,gigawatt
Central no IRA,Offshore Wind,colorado,2045,0,gigawatt
Central no IRA,Offshore Wind,colorado,2050,0,gigawatt
Central no IRA,Offshore Wind,connecticut,2025,0,gigawatt
Central no IRA,Offshore Wind,connecticut,2030,0,gigawatt
Central no IRA,Offshore Wind,connecticut,2035,0,gigawatt
Central no IRA,Offshore Wind,connecticut,2040,0,gigawatt
Central no IRA,Offshore Wind,connecticut,2045,0,gigawatt
Central no IRA,Offshore Wind,connecticut,2050,0,gigawatt
Central no IRA,Offshore Wind,delaware,2025,0.001,gigawatt
Central no IRA,Offshore Wind,delaware,2030,0.633,gigawatt
Central no IRA,Offshore Wind,delaware,2035,0.808,gigawatt
Central no IRA,Offshore Wind,delaware,2040,0.811,gigawatt
Central no IRA,Offshore Wind,delaware,2045,0.812,gigawatt
Central no IRA,Offshore Wind,delaware,2050,0.812,gigawatt
Central no IRA,Offshore Wind,district of columbia,2025,0,gigawatt
Central no IRA,Offshore Wind,district of columbia,2030,0,gigawatt
Central no IRA,Offshore Wind,district of columbia,2035,0,gigawatt
Central no IRA,Offshore Wind,district of columbia,2040,0,gigawatt
Central no IRA,Offshore Wind,district of columbia,2045,0,gigawatt
Central no IRA,Offshore Wind,district of columbia,2050,0,gigawatt
Central no IRA,Offshore Wind,florida,2025,0.004,gigawatt
Central no IRA,Offshore Wind,florida,2030,0.011,gigawatt
Central no IRA,Offshore Wind,florida,2035,0.018,gigawatt
Central no IRA,Offshore Wind,florida,2040,0.04,gigawatt
Central no IRA,Offshore Wind,florida,2045,0.05,gigawatt
Central no IRA,Offshore Wind,florida,2050,0.05,gigawatt
Central no IRA,Offshore Wind,georgia,2025,0,gigawatt
Central no IRA,Offshore Wind,georgia,2030,0,gigawatt
Central no IRA,Offshore Wind,georgia,2035,0,gigawatt
Central no IRA,Offshore Wind,georgia,2040,0,gigawatt
Central no IRA,Offshore Wind,georgia,2045,0,gigawatt
Central no IRA,Offshore Wind,georgia,2050,0,gigawatt
Central no IRA,Offshore Wind,hawaii,2025,0.96,gigawatt
Central no IRA,Offshore Wind,hawaii,2030,0.96,gigawatt
Central no IRA,Offshore Wind,hawaii,2035,0.961,gigawatt
Central no IRA,Offshore Wind,hawaii,2040,0.983,gigawatt
Central no IRA,Offshore Wind,hawaii,2045,0.984,gigawatt
Central no IRA,Offshore Wind,hawaii,2050,0.984,gigawatt
Central no IRA,Offshore Wind,idaho,2025,0,gigawatt
Central no IRA,Offshore Wind,idaho,2030,0,gigawatt
Central no IRA,Offshore Wind,idaho,2035,0,gigawatt
Central no IRA,Offshore Wind,idaho,2040,0,gigawatt
Central no IRA,Offshore Wind,idaho,2045,0,gigawatt
Central no IRA,Offshore Wind,idaho,2050,0,gigawatt
Central no IRA,Offshore Wind,illinois,2025,0.011,gigawatt
Central no IRA,Offshore Wind,illinois,2030,0.027,gigawatt
Central no IRA,Offshore Wind,illinois,2035,0.058,gigawatt
Central no IRA,Offshore Wind,illinois,2040,0.102,gigawatt
Central no IRA,Offshore Wind,illinois,2045,0.118,gigawatt
Central no IRA,Offshore Wind,illinois,2050,0.133,gigawatt
Central no IRA,Offshore Wind,indiana,2025,0,gigawatt
Central no IRA,Offshore Wind,indiana,2030,0,gigawatt
Central no IRA,Offshore Wind,indiana,2035,0,gigawatt
Central no IRA,Offshore Wind,indiana,2040,0,gigawatt
Central no IRA,Offshore Wind,indiana,2045,0,gigawatt
Central no IRA,Offshore Wind,indiana,2050,0,gigawatt
Central no IRA,Offshore Wind,iowa,2025,0,gigawatt
Central no IRA,Offshore Wind,iowa,2030,0,gigawatt
Central no IRA,Offshore Wind,iowa,2035,0,gigawatt
Central no IRA,Offshore Wind,iowa,2040,0,gigawatt
Central no IRA,Offshore Wind,iowa,2045,0,gigawatt
Central no IRA,Offshore Wind,iowa,2050,0,gigawatt
Central no IRA,Offshore Wind,kansas,2025,0,gigawatt
Central no IRA,Offshore Wind,kansas,2030,0,gigawatt
Central no IRA,Offshore Wind,kansas,2035,0,gigawatt
Central no IRA,Offshore Wind,kansas,2040,0,gigawatt
Central no IRA,Offshore Wind,kansas,2045,0,gigawatt
Central no IRA,Offshore Wind,kansas,2050,0,gigawatt
Central no IRA,Offshore Wind,kentucky,2025,0,gigawatt
Central no IRA,Offshore Wind,kentucky,2030,0,gigawatt
Central no IRA,Offshore Wind,kentucky,2035,0,gigawatt
Central no IRA,Offshore Wind,kentucky,2040,0,gigawatt
Central no IRA,Offshore Wind,kentucky,2045,0,gigawatt
Central no IRA,Offshore Wind,kentucky,2050,0,gigawatt
Central no IRA,Offshore Wind,louisiana,2025,0,gigawatt
Central no IRA,Offshore Wind,louisiana,2030,0,gigawatt
Central no IRA,Offshore Wind,louisiana,2035,0,gigawatt
Central no IRA,Offshore Wind,louisiana,2040,0,gigawatt
Central no IRA,Offshore Wind,louisiana,2045,0,gigawatt
Central no IRA,Offshore Wind,louisiana,2050,0,gigawatt
Central no IRA,Offshore Wind,maine,2025,0.012,gigawatt
Central no IRA,Offshore Wind,maine,2030,0.279,gigawatt
Central no IRA,Offshore Wind,maine,2035,0.67,gigawatt
Central no IRA,Offshore Wind,maine,2040,1.636,gigawatt
Central no IRA,Offshore Wind,maine,2045,1.667,gigawatt
Central no IRA,Offshore Wind,maine,2050,1.726,gigawatt
Central no IRA,Offshore Wind,maryland,2025,0.29,gigawatt
Central no IRA,Offshore Wind,maryland,2030,3.036,gigawatt
Central no IRA,Offshore Wind,maryland,2035,4.113,gigawatt
Central no IRA,Offshore Wind,maryland,2040,4.308,gigawatt
Central no IRA,Offshore Wind,maryland,2045,4.499,gigawatt
Central no IRA,Offshore Wind,maryland,2050,4.501,gigawatt
Central no IRA,Offshore Wind,massachusetts,2025,0.02,gigawatt
Central no IRA,Offshore Wind,massachusetts,2030,9.207,gigawatt
Central no IRA,Offshore Wind,massachusetts,2035,10.091,gigawatt
Central no IRA,Offshore Wind,massachusetts,2040,10.513,gigawatt
Central no IRA,Offshore Wind,massachusetts,2045,11.644,gigawatt
Central no IRA,Offshore Wind,massachusetts,2050,14.221,gigawatt
Central no IRA,Offshore Wind,michigan,2025,0.032,gigawatt
Central no IRA,Offshore Wind,michigan,2030,0.072,gigawatt
Central no IRA,Offshore Wind,michigan,2035,0.114,gigawatt
Central no IRA,Offshore Wind,michigan,2040,0.205,gigawatt
Central no IRA,Offshore Wind,michigan,2045,0.256,gigawatt
Central no IRA,Offshore Wind,michigan,2050,0.296,gigawatt
Central no IRA,Offshore Wind,minnesota,2025,0,gigawatt
Central no IRA,Offshore Wind,minnesota,2030,0,gigawatt
Central no IRA,Offshore Wind,minnesota,2035,0,gigawatt
Central no IRA,Offshore Wind,minnesota,2040,0,gigawatt
Central no IRA,Offshore Wind,minnesota,2045,0,gigawatt
Central no IRA,Offshore Wind,minnesota,2050,0,gigawatt
Central no IRA,Offshore Wind,mississippi,2025,0,gigawatt
Central no IRA,Offshore Wind,mississippi,2030,0,gigawatt
Central no IRA,Offshore Wind,mississippi,2035,0,gigawatt
Central no IRA,Offshore Wind,mississippi,2040,0,gigawatt
Central no IRA,Offshore Wind,mississippi,2045,0,gigawatt
Central no IRA,Offshore Wind,mississippi,2050,0,gigawatt
Central no IRA,Offshore Wind,missouri,2025,0,gigawatt
Central no IRA,Offshore Wind,missouri,2030,0,gigawatt
Central no IRA,Offshore Wind,missouri,2035,0,gigawatt
Central no IRA,Offshore Wind,missouri,2040,0,gigawatt
Central no IRA,Offshore Wind,missouri,2045,0,gigawatt
Central no IRA,Offshore Wind,missouri,2050,0,gigawatt
Central no IRA,Offshore Wind,montana,2025,0,gigawatt
Central no IRA,Offshore Wind,montana,2030,0,gigawatt
Central no IRA,Offshore Wind,montana,2035,0,gigawatt
Central no IRA,Offshore Wind,montana,2040,0,gigawatt
Central no IRA,Offshore Wind,montana,2045,0,gigawatt
Central no IRA,Offshore Wind,montana,2050,0,gigawatt
Central no IRA,Offshore Wind,nebraska,2025,0,gigawatt
Central no IRA,Offshore Wind,nebraska,2030,0,gigawatt
Central no IRA,Offshore Wind,nebraska,2035,0,gigawatt
Central no IRA,Offshore Wind,nebraska,2040,0,gigawatt
Central no IRA,Offshore Wind,nebraska,2045,0,gigawatt
Central no IRA,Offshore Wind,nebraska,2050,0,gigawatt
Central no IRA,Offshore Wind,nevada,2025,0,gigawatt
Central no IRA,Offshore Wind,nevada,2030,0,gigawatt
Central no IRA,Offshore Wind,nevada,2035,0,gigawatt
Central no IRA,Offshore Wind,nevada,2040,0,gigawatt
Central no IRA,Offshore Wind,nevada,2045,0,gigawatt
Central no IRA,Offshore Wind,nevada,2050,0,gigawatt
Central no IRA,Offshore Wind,new hampshire,2025,0,gigawatt
Central no IRA,Offshore Wind,new hampshire,2030,0.001,gigawatt
Central no IRA,Offshore Wind,new hampshire,2035,0.005,gigawatt
Central no IRA,Offshore Wind,new hampshire,2040,0.005,gigawatt
Central no IRA,Offshore Wind,new hampshire,2045,0.005,gigawatt
Central no IRA,Offshore Wind,new hampshire,2050,0.005,gigawatt
Central no IRA,Offshore Wind,new jersey,2025,0.005,gigawatt
Central no IRA,Offshore Wind,new jersey,2030,7.975,gigawatt
Central no IRA,Offshore Wind,new jersey,2035,11.323,gigawatt
Central no IRA,Offshore Wind,new jersey,2040,11.348,gigawatt
Central no IRA,Offshore Wind,new jersey,2045,11.354,gigawatt
Central no IRA,Offshore Wind,new jersey,2050,11.36,gigawatt
Central no IRA,Offshore Wind,new mexico,2025,0,gigawatt
Central no IRA,Offshore Wind,new mexico,2030,0,gigawatt
Central no IRA,Offshore Wind,new mexico,2035,0,gigawatt
Central no IRA,Offshore Wind,new mexico,2040,0,gigawatt
Central no IRA,Offshore Wind,new mexico,2045,0,gigawatt
Central no IRA,Offshore Wind,new mexico,2050,0,gigawatt
Central no IRA,Offshore Wind,new york,2025,0.015,gigawatt
Central no IRA,Offshore Wind,new york,2030,4.509,gigawatt
Central no IRA,Offshore Wind,new york,2035,9.007,gigawatt
Central no IRA,Offshore Wind,new york,2040,9.027,gigawatt
Central no IRA,Offshore Wind,new york,2045,9.051,gigawatt
Central no IRA,Offshore Wind,new york,2050,9.159,gigawatt
Central no IRA,Offshore Wind,north carolina,2025,1.307,gigawatt
Central no IRA,Offshore Wind,north carolina,2030,2.014,gigawatt
Central no IRA,Offshore Wind,north carolina,2035,2.662,gigawatt
Central no IRA,Offshore Wind,north carolina,2040,3.545,gigawatt
Central no IRA,Offshore Wind,north carolina,2045,5.635,gigawatt
Central no IRA,Offshore Wind,north carolina,2050,5.64,gigawatt
Central no IRA,Offshore Wind,north dakota,2025,0,gigawatt
Central no IRA,Offshore Wind,north dakota,2030,0,gigawatt
Central no IRA,Offshore Wind,north dakota,2035,0,gigawatt
Central no IRA,Offshore Wind,north dakota,2040,0,gigawatt
Central no IRA,Offshore Wind,north dakota,2045,0,gigawatt
Central no IRA,Offshore Wind,north dakota,2050,0,gigawatt
Central no IRA,Offshore Wind,ohio,2025,0.006,gigawatt
Central no IRA,Offshore Wind,ohio,2030,0.015,gigawatt
Central no IRA,Offshore Wind,ohio,2035,0.027,gigawatt
Central no IRA,Offshore Wind,ohio,2040,0.046,gigawatt
Central no IRA,Offshore Wind,ohio,2045,0.063,gigawatt
Central no IRA,Offshore Wind,ohio,2050,0.065,gigawatt
Central no IRA,Offshore Wind,oklahoma,2025,0,gigawatt
